Index,Text
00_00,<EB>[*:] This is Ruida['s]<F1>Tavern.<FA><F7><F1>Where travelers<F1>gather in search<FA><F7><F1>of companions.<F1>A place of hellos<FA><F7><F1>and farewells.<F1><FA><F7>
00_01,"<EB>[*:] If the King<F1>approves of your<FA><F7><F1>journey, you<F1>should return.<FA><F7><F1>You will find<F1>friends here.<FA><F7>"
00_02,<EB>[*:] What can I do<F1>for you?
00_03,<EB>[*:] With so many<F1>friends in tow?<FA><F7><F1>You can['t] take<F1>another person.<FA><F7><F1>Not unless you<F1>leave someone.<FA><F7>
00_04,<EB>[*:] Anything else?<F1>
00_05,<EB>[*:] Come again!<F1><F7>
00_06,<EB>[*:] But there isn['t]<F1>anyone here who<FA><F7><F1>could join you.<F1><FA><F7>
00_07,<EB>[*:] Who should I<F1>call?<FA><F7><F1>
00_08,"<EB>[*:] Oh, fine.<F1>Nevermind then.<FA><F7><F1>"
00_09,<EB>[*:] You want <&09> to<F1>join you. Fine.<FA><F7><F1><&09>!<F1><&40>['s] calling!<FA><F7><F1><FE><&09> joined the<F1>party!<FA><F7><F1>
00_0A,<EB>[*:] Should I call<F1>anyone else?<xFF>
00_0B,"<EB>[*:] Dismiss? Who?<F1><&40>, you['r]e alone<FA><F7><F1>now, aren['t] you?<F1><FA><F7>"
00_0C,<EB>[*:] Who['s] going to<F1>be staying here?
00_0D,<EB>[*:] Surely you must<F1>be joking.<FA><F7><F1>The dead can['t]<F1>travel alone.<FA><F7>
00_0E,"<EB>[*:] Oh, no. <&09><F1>can['t] stay here.<FA><F7><F1>Who will lead your<F1>party?<FA><F7>"
00_0F,<EB>[*:] You['r]e leaving<F1><&09> like that?<FA><F7><F1>How terrible of<F1>you!<FA><F7><F1>Do you have the<F1>money to help?<xFF>
00_10,<EB>[*:] <&09> is staying<F1>here with us?<xFF>
00_11,<EB>[*:] Then see that<F1><&09> gets help!<FA><F7><F1>The poor thing…<F1><FA><F7>
00_12,"<EB>[*:] Oh. It can['t] be<F1>avoided, I guess.<FA><F7><F1>We['l]l hold <&09>['s]<F1>coffin for you.<FA><F7>"
00_13,"<EB>[*:] <&09>, you can<F1>rest for a while.<FA><F7>"
00_14,<EB>[*:] I['l]l put all the<F1>items in that <&00><FA><F7><F1>except for what['s]<F1>already equipped.<FA><F7>
00_15,<EB>[*:] I have to do<F1>that.<FA><F7><F1>Some people forget<F1>who was holding<FA><F7><F1>important items.<F1><FA><F7>
00_16,<EB>[*:] Do you want to<F1>leave anyone else?<xFF>
00_17,<EB>[*:] None of your<F1>friends are here.<FA><F7>
00_18,"[*:] Hello, I am<F1>the registrar of<FA><F7><F1>adventurers.<F1><FA><F7>"
00_19,"[*:] I will find you<F1>companions, and<FA><F7><F1>register them in<F1>the roster.<FA><F7><F1>Once registered,<F1>they can be called<FA><F7><F1>to Ruida['s] Tavern.<F1><F7>"
00_1A,Should I register<F1>someone new?<xFF>
00_1B,[*:] Come see me if<F1>you need to find<FA><F7><F1>new companions for<F1>your journeys.<F7>
00_1C,[*:] I can['t] register<F1>another person.<FA><F7><F1>Will you reduce<F1>your roster?<xFF>
00_1D,[*:] Have you changed<F1>your mind?<FA><F7><F1>That is probably<F1>for the best.<FA><F7>
00_1E,[*:] Fine. What sort<F1>of person?<FA><F7>
00_1F,[*:] Who should be<F1>deleted?<FA><F7><F1>
00_20,[*:] So you won['t]?<F1>That['s] okay.<FA><F7>
00_21,[*:] Pardon? <&09>?<F1>That['s] ridiculous.<FA><F7><F1>Removing the hero<F1>would be a sin!<FA><F7>
00_22,[*:] Oh? That person<F1>is registered.<FA><F7><F1>Should I look for<F1>someone else?<xFF><F1>
00_23,[*:] Remove <&09> from<F1>the roster?<FA><F7><F1>You won['t] ever see<F1>this person again.<FA><F7><F1>Are you sure?<F1><xFF>
00_24,"[*:] With regrets,<F1>I['v]e removed <&09>.<FA><F7><F1><&09>['s] belongings<F1>are in that <&00>.<FA><F7><F1>You can register<F1>someone new now.<FA><F7>"
00_25,[*:] Loto!? That['s]<F1>blasphemous!<FA><F7><F1>Loto means one<F1>close to the gods.<FA><F7><F1>Only a true hero<F1>is permitted to<FA><F7><F1>claim that name.<F1>Even I can['t] find<FA><F7><F1>that person.<F1><F7>
00_26,[*:] I['v]e found some-<F1>one who may meet<FA><F7><F1>your requirements.<F1>Well?<xFF>
00_27,"[*:] <&40>, the King<F1>has provided your<FA><F7><F1>companion with a<F1>gift of seeds.<FA><F7><F1>There are five<F1>kinds of seeds<FA><F7><F1>including STRseed<F1>and AGLseed.<FA><F7><F1>Your companion can<F1>be given several.<FA><F7><F1><&40>, you can pick<F1>the seeds, or I<FA><F7><F1>could select them<F1>randomly for you.<FA><F7>"
00_28,[*:] How do you want<F1>to give the seeds<FA><F7><F1>to <&09>?<F1>
00_29,[*:] The number of<F1>seeds left is <&1E>.<FA><F7>
00_2A,"[*:] Fine, then I<F1>shall choose.<FA><F7>"
00_2B,<FE><&09>['s] <&12><F1>rose by <&1E>!
00_2C,[*:] There. Done!<F1><FA><F7>
00_2D,"[*:] Ah, quite the<F1><&20> type!<FA><F7>"
00_2E,"[*:] Ah, quite the<F1><&20> type!<FA><F7>"
00_2F,"[*:] Ah, quite the<F1><&20> type!<FA><F7>"
00_30,"[*:] Well, <&09> can<F1>be registered.<FA><F7><F1>Should I do so?<F1><xFF>"
00_31,[*:] There. I['m] done<F1>registering.<FA><F7><F1>You can meet this<F1>person downstairs<FA><F7><F1>in Ruida['s] Tavern.<F1><FA><F7>
00_32,[*:] Oh. That['s] too<F1>bad.<FA><F7>
00_33,[*:] Would you like<F1>to register some<FA><F7><F1>other people?<F1><xFF>
00_34,"[*:] Ah, quite the<F1><&20> type!<FA><F7>"
00_35,[*:] Would you like<F1>to register some<FA><F7><F1>other people?<F1><xFF>
